,smiles
1400,N#Cc1ccc(NC(=O)N2CCn3nc(-c4cccc(F)c4)c(C(N)=O)c3C2)cc1
1401,CN1C(=O)COc2c(CN3CCN(c4ccc(F)c(C#N)c4)C3=O)cc(Cl)cc21
1402,Cc1nnc(SCC(=O)Nc2ccc(C#N)cc2)n1-c1ccccc1C(C)O
1403,C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc1ccc(F)cc1)c1cccc(C#N)c1
1404,N#Cc1ccccc1Cn1ccnc1C(=O)Nc1ccc(OC(F)F)cc1
1405,CCCCN(C)C(=O)COc1ccc(C=C(C#N)c2nc3ccccc3[nH]2)cc1OC
1406,N#Cc1cc(C2CC2)c(NCc2ccc3c(c2)OCO3)c(=O)n1Cc1ccccc1
1407,N#Cc1cc(-c2c(-c3ccc(CO)cc3)nc(CF)n2-c2ccc(Cl)cc2)ccn1
1408,C[C@H](NC(=O)Nc1cccc(C#N)c1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1
1409,CCCc1c(C#N)nnn1-c1cccc(NC(=O)c2ccc(OC)cc2)c1
1410,CC(C)[C@@H](O)[C@H](F)CNC(=O)c1cnc2cc(-c3ccccc3C#N)nn2c1
1411,Cc1cc(Nc2nn(-c3cccc(Cl)c3)c(N[C@@H](C)c3ccccc3)c2C#N)n[nH]1
1412,Cc1n[nH]c2c1C(CC(C)C)(c1ccc(-c3cccc(C#N)c3)cc1F)C(C#N)=C(N)O2
1413,N#Cc1cc(-c2cc(F)c(Nc3ccc(CN4CCCCC4)cn3)c(F)c2)ccc1F
1414,CN(C)c1ncc(Nc2cc(-c3c(F)cccc3F)nc3c2C(=O)NC3)cc1C#N
1415,Cc1ccc(CN(C(=O)CNc2ccc(C#N)cc2)C(C(=O)NC2CCCC2)c2ccncc2)cc1
1416,N#CN1[C@H]2CC[C@@H]1[C@@H](Nc1nc(-c3ccc(F)c4ccccc34)cs1)C2
1417,COc1cccc(C(=O)/N=c2/n(CCC#N)c3ccccc3n2CCN(C)C)c1N(C)C
1418,N#Cc1c(-c2ccco2)c(-c2ccc(F)cc2)cn2c1nc1cc(NCCO)ccc12
1419,Cn1c(=O)[nH]c(=O)c2c1nc(CNc1ccccc1C#N)n2Cc1ccccc1
1420,N#Cc1cnccc1Oc1ccc(NC(=O)Cc2cn(-c3ccc(Cl)cc3)nn2)cc1
1421,N#Cc1ccc(Cn2cc(C(=O)N[C@@H]3CCOC[C@H]3O)c3c(F)cccc32)cc1
1422,COc1nncc(-c2cccc(NC(=O)C(C)(N)Cc3ccc(F)cc3)c2)c1C#N
1423,O=C1c2cccc3cccc(c23)C(=O)N1c1ccc(Cl)cc1
1424,Cc1ccc2c(c1)C(=O)N(C1CN(Cc3ccccc3)CCC1O)C2=O
1425,CC(C)CSc1nc(-c2ccccc2)c(NC(=O)NC(=O)CCl)c2c1CCC2
1426,O=C1NC(=O)/C(=C/c2cccc(-c3ccc(-c4ccc(Cl)cc4)nn3)c2)S1
1427,CN1C(=O)C2Cc3c([nH]c4ccccc34)C(c3cccc(Cl)c3)N2C1=O
1428,Cc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1
1429,CC(C)COCCOc1ccc(C(=O)NC(=O)c2cccnc2)cc1
1430,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(Br)c1
1431,CC(c1ccccc1CN1C(=O)c2cccc(Cl)c2C1=O)N1CCN(C)CC1
1432,O=C(CCN1C(=O)c2ccccc2C1=O)Nc1ccc2ncccc2c1
1433,CC1CCC(=O)N1C(=O)CSc1nc2ccccc2c(=O)n1Cc1ccccc1
1434,CC(C)(C)NC(=O)C(C1CC1)N1C(=O)c2ccccc2C1=O
1435,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccccc1Br
1436,Cc1ccc(CC2CC(=O)N(Cc3ccncc3)C2=O)cc1
1437,O=C1c2ccccc2C(=O)N1/N=N/c1ccc(S(=O)(=O)O)cc1
1438,O=C1c2ccc(F)cc2C(=O)N1CCOc1ccc2c(c1)CCC2
1439,O=C1NC(=O)C2(CCOc3ccccc32)C1c1ccc(-c2ccc(F)cc2)cc1
1440,CCCN1C(=O)C(C)(C)Oc2ccc(C=C3SC(=O)NC3=O)cc21
1441,Nc1cccc2c1C(=O)N(c1ccc3nc[nH]c3c1)C2=O
1442,O=C(CN1C(=O)SC(=Cc2ccco2)C1=O)Nc1ccccc1Cl
1443,C=CC[n+]1cccc(C2=C(Cl)C(=O)N(c3nc(-c4ccccc4)cs3)C2=O)c1
1444,CCC(c1ccccc1)N1C(=O)NC(C)(c2ccccc2)C1=O
1445,c1ccc(-n2nnnc2-c2cccc(-n3ccnc3)c2)cc1
1446,Clc1ccc2c(c1)C1CC(c3ccccc3)n3nnnc3N1C2
1447,CCCn1nnnc1CNc1ccc2c(c1)oc1ccccc12
1448,Cc1csc(CNc2ccc3nnnn3n2)n1
1449,Nc1nnnn1-c1cccc(NCc2ccc(Cl)c(Cl)c2)c1
1450,Cc1ccc(-c2c(Cl)cc(Nc3nnnn3C)cc2Cl)cc1
1451,Clc1ccc(C2=NOC(Cn3nnnc3-c3ccccc3)C2)o1
1452,Cc1nc(Nc2nnn[nH]2)nc(NC2CCCC(C)C2)c1C
1453,Clc1ccc2c(NCCCNc3nnnn3-c3ccccc3)ccnc2c1
1454,c1ccc(Oc2ccc(Cn3ccnc3-c3ccc4nnnn4c3)cc2)cc1
1455,c1ccc(-c2csc(CCCn3nnc(-c4ccccc4)n3)n2)cc1
1456,Clc1cccc(Nc2nnc(SCc3nnnn3-c3ccc(C4CC4)cc3)s2)c1
1457,COc1ccc(OCc2nnnn2-c2ccc(Cl)cc2)cc1
1458,Cc1ccc(-n2nnnc2SCCCc2cn[nH]c2)cc1
1459,Nc1ccccc1-c1nnn(Cc2ccccc2)n1
1460,c1ccc(Cn2nnnc2Sc2cccc3cccnc23)cc1
1461,c1cncc(CN2CCN(c3ccc4nnnn4n3)CC2)c1
1462,CCCCn1nnnc1NCc1cc(C)c(OC)cc1OC
1463,COc1ccc(CNc2ccc3nnnn3n2)cc1OC
1464,COc1ccc(-n2nnnc2SCCN2CCOCC2)cc1
1465,COc1ccccc1CCn1cnc(-c2cc(-c3nn[nH]n3)ccn2)c1
1466,O=C(NC(=O)c1ccco1)NC1CCN(Cc2ccc3cc(F)ccc3c2)C1
1467,CC1CCCCC12NC(=O)N(CC(=O)Nc1ccc(-n3cccc3)cc1)C2=O
1468,COc1cc2c(c(F)c1F)C(=O)N(C[C@@]1(C#Cc3ccc(-n4ccnn4)cc3)NC(=O)NC1=O)C2
1469,Cc1nn(-c2ccc(N3C(=O)C4C(C3=O)C4(C)C)cc2)c(=O)n1-c1ccc(OC(F)(F)F)cc1
1470,CCC1(c2ccccc2)NC(=O)N(CC(=O)Nc2cc(OC)ccc2F)C1=O
1471,CC(C)c1cccc(C(C)C)c1NC(=O)NC(=O)CSc1cc(-c2cn(C)cn2)ncn1
1472,CC(C)C(C(=O)NCCc1c[nH]c2ccccc12)n1cc(CN2C(=O)CN(c3ccccc3)C2=O)nn1
1473,CCOc1ccc(C(=O)NC(=O)Nc2cccc(Cl)c2)cc1NC(=O)c1ccc2c(c1)OCO2
1474,COc1ccc2c(c1)C(=O)N(CC1(C#Cc3ccc(-c4cc[nH]n4)cc3)NC(=O)NC1=O)C2
1475,COc1ccc(SCC(O)COc2ccc(CC3SC(=O)NC3=O)cc2OC)cc1
1476,COc1cccc(C2(C)NC(=O)N(CC(=O)NCc3ccc(C)cc3)C2=O)c1
1477,Cn1cc(C2=C(c3cn(COC[C@@H](O)CO)c4ccccc34)C(=O)NC2=O)c2ccccc21
1478,CC(C)C1Oc2c(-c3cn(C)c(=O)c4[nH]ccc34)cc(CO)cc2N(C=O)C1=O
1479,O=C(NCCN1C(=O)S/C(=C\c2ccccc2F)C1=O)c1ccc2c(c1)OCCO2
1480,CC1(C)N[C@@](C)(C(=O)Nc2ccccc2-c2ccccc2)[C@@H]2C(=O)N(c3ccc(Cl)cc3)C(=O)[C@@H]21
1481,COc1ccc(N2C(=O)C3C(c4ccccc4C)NC4(C(=O)Nc5ccccc54)C3C2=O)cc1
1482,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)cc(F)c21
1483,CN1C(=O)N(c2ccccc2)C(=O)C12CN(Cc1cccc3ccccc13)CCO2
1484,Cn1c2ccc(OCC(N)=O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
1485,O=C(Nc1cncc2ccccc12)c1ccc2c(c1)C(=O)N(CCCN1CCOCC1)C2=O
1486,CN1C(=O)NC(=O)C12Cc1ccc(NC(=O)Cn3c(=O)sc4cc(F)ccc43)cc1C2
1487,CCOc1cccc(CNC(=O)c2cccc(CN3C(=O)NC(CC)(c4ccc(OC)cc4)C3=O)c2)c1
1488,COc1cc(/C=C2\SC(=O)N(CC(=O)Nc3ccccc3)C2=O)c(Br)c(OC)c1OC
1489,COc1ccccc1C1(CNC(=O)c2cc(C)n(C3CC3)c2C)NC(=O)NC1=O
1490,CCOc1ccccc1C(=O)NC(=O)Nc1ccc(-c2sc(=O)[nH]c2C)cc1
1491,O=C1[C@H]2Cc3c([nH]c4ccccc34)C(CCc3ccccc3)N2C(=O)N1c1ccccc1
1492,Cc1ccc(C(C)NC(=O)c2cc(N)ccc2Cl)o1
1493,COc1cc(N)ccc1NC(=O)c1ccc(Cl)cc1
1494,Nc1nc(N)c2c(F)c(-c3ccc(Cl)cc3)ccc2n1
1495,CN(C(=O)c1ccc(Cl)c(N)c1)c1ccccc1
1496,COc1ccc(NC(=O)Cn2cc(N)cn2)cc1Cl
1497,Nc1cc(Cl)ccc1NC(=O)c1cncc(N2CCCC2)c1
1498,Nc1cc(=O)[nH]c(SCc2ccc(Cl)c(Cl)c2)n1
1499,Nc1ccc(CC(=O)NC2CNCCC2c2ccc(Cl)c(Cl)c2)cc1
1500,Cc1cccc(NC(=O)c2nccc3c(N)cc(Cl)cc23)c1C
1501,Nc1onc(-c2cc(Cl)cc(Cl)c2)c1N1CCCCC1
1502,Cn1nc(NCc2ccc(Cl)cc2Cl)c2nc(N)nc(N)c21
1503,CCC(=NN=C(N)N)c1cc(Cl)ccc1N
1504,CCCCn1ncc(-c2ccc(Cl)cc2)c(N)c1=O
1505,Nc1nnc(SCc2cc(Cl)c(Cl)cc2Cl)n1N
1506,Cc1nn(C)cc1C(=O)Nc1cc(N)ccc1Cl
1507,CCCCN(CC)C(=O)c1cc(Br)c(N)c(Br)c1
1508,Nc1c(Cl)cc(NC(=O)CCOCC(F)(F)F)cc1Cl
1509,Cc1cc(=O)n(CC(=O)Nc2c(C)cc(C)c(Cl)c2C)c(N)n1
1510,Nc1cc(NC(=O)Cc2ccc(Cl)cc2Cl)ccc1F
1511,COc1ccc(Nc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)cc1Cl
1512,CCN(c1c(OC)nn2c(-c3c(OC)cc(COC)cc3OC)csc12)C1CCOCC1
1513,CCN(CC)CCn1nc2c3c(c(NCCN)ccc31)Sc1ccc(OC)cc1-2
1514,N#Cc1ccc(N2CCN(c3nccc4[nH]c(-c5ccc6c(c5)OCCO6)nc34)CC2)cc1
1515,CC1(CCn2ccnc2COc2cc(OCc3cccnc3)ccc2Cl)OCCO1
1516,CC#Cc1c(N)ncnc1N1CCC(c2nc(C)c(-c3ccc(OC)c(OCCCOC)c3)[nH]2)CC1
1517,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCOCC3)nc2cc1-c1ccc(C)cc1
1518,COc1ccc2sc(-c3cnc4ccc(-c5ccc(OC)nc5)cc4c3N3CCOC[C@@H]3C)nc2c1
1519,CN(C)CCCOc1ccc2cc1COC/C=C\COCc1cccc(c1)-c1ccnc(n1)N2
1520,COc1ccc(OC)c(C(O)c2cnc(N3CCOCC3)n2-c2cc(C)cc(C)c2)c1
1521,CNCC(O)COc1cccc(-c2nc(NC3CCOCC3)c(C)c(-c3c(C)noc3C)n2)c1
1522,COc1ccc(-c2cn(N)c(-c3nnc4n3-c3ccc(OC)cc3CC4)n2)cc1
1523,COc1ncc(N2CCc3ncnc(Nc4ccc(C)c(Cl)c4)c3C2)cc1O[C@H]1CCOC1
1524,COc1cc2c(cc1OC)CN(CCn1c(-c3ccco3)nc3ccccc31)CC2.Cl
1525,CC(C)n1cnc2c(NCc3cccc4c3OCCO4)nc(NC3CCNCC3)nc21
1526,COc1ccc(N(C)c2nc(NC3CCNC3)nc(N3CCCC3)n2)cc1
1527,COc1cc(OC)cc(N(CCN)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
1528,COc1ccc(CNc2ncnc(N3CCC(OCc4ccc(Cl)cc4)CC3)n2)cc1
1529,CCCc1cc(NC2CCCNC2)n2ncc(-c3cc(OC)c(OC)cc3OC)c2n1
1530,COc1cccc(Nc2ncnc3c(CCc4ccncc4)c4c(OC)cccc4nc23)c1
1531,COc1cc(Cn2cnc3c(-c4ccoc4)nc(N4CCCCC4C)nc32)c(OC)cc1Cl
1532,COc1cc(Nc2nccc(N3CCc4c(cccc4-c4cccnc4)C3)n2)cc(OC)c1OC
1533,CCCCOc1ccc(-c2cc(OCCN3CCCC3)c3cc(OC)ccc3n2)cc1
1534,COc1ccc2c(-c3ccc(OCCCC4CCCN(Cc5ccco5)C4)cc3)noc2c1
1535,COc1ccc(-c2nc3c(C)cccn3c2NCCCN2CCOCC2)cc1OC
1536,NCCSCC1OC(n2cnc3c(NC4CCOC4)ncnc32)C2OC(Cc3ccccc3)OC12
1537,Cl.O=C(CC1CCCCC1)N1CCN(C(=O)C23CC4CC(CC(C4)C2)C3)CC1
1538,COc1ccc(OC)c(C=Cc2nc(CNC34CC5CC(CC(C5)C3)C4)co2)c1
1539,N#Cc1ccc(COCC2CC34CCN(C5CCCCC5)CC3CC2C4)cc1
1540,CC12CC3CC(C)(C1)CC(NCc1cn(C(=O)c4ccco4)nn1)(C3)C2
1541,CN(CCn1ccnc1)[C@]12C[C@H]3C[C@@H](C[C@H](C3)C1)C2.Cl.Cl.Cl
1542,Cc1cc(CNC(=O)NC2C3CCC(C3)C2c2nc(C3CC3)no2)c(C)o1
1543,CN1CCN(C2C3CC4CC(C3)CC2C4)CC1
1544,CCC12CC3CC(C1)CC(NCc1ccc4c(c1)OCO4)(C3)C2
1545,Cn1nncc1CNC(=O)CC12CC3CC(CC(C3)C1)C2
1546,CCC(C)NC12CC3CC(CC(C3)C1)C2
1547,O=C(Nc1ccccc1)NC12CC3CC(CC(C3)C1)C2
1548,CC1CCN(C(=O)NC23CC4CC(CC(C4)C2)C3)CC1
1549,Cc1ccc2cc(C(=O)NCC34CC5CC(CC(C5)C3)C4)ccc2n1
1550,O=C(NCCCO)C12CC3CC(CC(C3)C1)C2
1551,O=C(CCC12CC3CC(CC(C3)C1)C2)N1CCc2ccccc2C1
1552,COc1ccc(N)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2
1553,CN(C(=O)c1ccncc1F)C12CC3CC(CC(C3)C1)C2
1554,Nc1nc(N)c2cc(C34CC5CC(CC(C5)C3)C4)ccc2n1
1555,COc1ccc(C2(O)CCN(C(=O)NC3C4CC5CC3CC(O)(C5)C4)CC2)cc1
1556,N=C(O)c1cc(NC(=O)c2cc(-c3csc(C4CC4)n3)c(Cl)cc2Cl)n(-c2ccccc2)n1
1557,COc1ccc(C)cc1-c1c2nc(C(C)(C)CO)c(C#N)c(N)c2nn1-c1c(Cl)cccc1Cl
1558,COc1nc(N)ncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)cn(C)c1=O)C2=O
1559,CN(C)Cc1nnc(NC(=O)c2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2NC(C)(C)C)s1
1560,Cn1nc(-c2cc(NC(=O)c3cc(-c4ncccc4F)ccc3Cl)cnc2Cl)c2cccnc21
1561,NCCn1cc(-c2cnc(C(=O)Nc3ccccc3C(=O)Nc3ccc(Cl)cn3)c(F)c2)cn1
1562,C=CC(=O)Nc1cc(F)ccc1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(C)c2n1
1563,CC(C)c1nnc(NC(=O)c2oc3ccccc3c2NC(=O)c2ccc(Cl)cc2Cl)s1
1564,CC1(COc2cc(F)ccc2Nc2ncnc3cc(N=S4(=O)CCCCC4)cc(Cl)c23)COC1
1565,Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(Cl)cc3C(=O)NCCN3CCOCC3)nc12
1566,CN(C)CCN(C)C(=O)c1cc(NC(=O)c2cc(-c3ccccn3)c(Cl)cc2Cl)n(-c2ccccc2)n1
1567,C=CC(=O)N1C[C@@H](C)[C@H](Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)c4nncn4c3n2)C1
1568,Cn1ccc2ccc(/N=c3\[nH]c(=O)n(-c4ccc(Cl)c(Cl)c4)c(=O)n3Cc3ccc(Cl)cc3)cc21
1569,O=C(N[C@H](CO)c1cccc(Cl)c1)[C@H](CO)N1Cc2ccc(-c3nc(NC4CCOCC4)ncc3Cl)cc2C1=O
1570,CC(NC(=O)/C=C/c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(Cl)cc1Cl)n2CCCN(C)C)c1ccc(F)cc1
1571,O=C(Nc1ccc(Cl)cn1)c1ccccc1C(=O)N1[C@@H]2CC[C@H]1C[C@@H](Nc1ccnc3cc(Cl)ccc13)C2
1572,COc1nc(N(C)C)ncc1-n1nc2c(c1C)C(c1ccc(Cl)cc1)N(c1cc(Cl)c(=O)n(C)c1)C2=O
1573,CN(C)CCCOc1ccc(/N=c2/[nH]c(=O)n([C@@H]3C[C@H](O)[C@@H](CO)O3)c(=O)n2Cc2ccc(Cl)cc2)cc1
1574,CCOC(=O)N1CCC(n2nc(-c3cc(Cl)c(N)c(Cl)c3)c3c(=O)[nH]c(C)nc32)CC1
1575,COc1cccc([C@H](O)[C@@H](C)NC(=O)[C@@H](C)N2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Cl)cc3C2=O)c1
1576,O=C(CN1CCN(c2ncc3ncnc(Nc4cc(Cl)c(Cl)cc4F)c3n2)CC1)Nc1ccc(Cl)c(Cl)c1
1577,C[C@@H](Oc1cc(-c2ccn(COC(C)(C)CO)c(=O)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
1578,Cc1nc(-c2ccc(OCCCN3CCCN(c4cccc(Cl)c4Cl)S3(=O)=O)cc2)no1
1579,COc1ccc(CNCc2ccc(C)cc2NC(=O)C2(NC(=O)c3cc(Cl)c(Cl)[nH]3)CCCCC2)cc1
1580,Cc1ccc(C(=NO)n2cccc2)c(OCc2ccccc2C)n1
1581,CO/N=C(\C#N)C1=CC2c3ccccc3OC12.Cl
1582,CNC(=O)/C(=N/OC(C)c1ccccc1)c1ccccc1
1583,Cc1occc1C(=NO)Sc1ccccc1
1584,COCCON=C1CC=C(c2c[nH]c3cccc(OC)c23)CC1
1585,C/C(=N\O)c1ccc(-c2ccccc2)cc1
1586,CCN(CC)CCON=CC1=C(Cl)c2ccc(C)cc2CCC1
1587,CCn1nc(C)c(/C=N/O)c1Sc1cccc(Cl)c1
1588,COc1ccccc1C1=NOC(c2ccc(C)cn2)C1
1589,CC(C)CON=CCOc1ccc(Cc2ccccc2)cc1
1590,CCCCc1nc2ccc(C3ON=C(C)C3C(N)=O)cc2[nH]1
1591,CC(=O)ON=C(C)c1cccnc1
1592,C1=CC2CC3ON=C(C4=C(c5ccccc5)CCC4)C3C2C1
1593,CCCCCCCCOC[n+]1ccc(/C=N/O)cc1.[Cl-]
1594,CN(C)CCCNc1nc(NCc2ccco2)nc(-c2ccco2)n1
1595,Cc1n[nH]c(C)c1CCc1nc(-c2ccco2)no1
1596,Cc1ccc(-c2nc3nc(C(C)C)cc(N[C@@H]4CCCNC4)n3n2)o1.Cl
1597,CCc1cc(NCc2nc(-c3ccco3)no2)n2nc(C)c(C)c2n1
1598,Cc1cc(Nc2nc3ccccc3c3occc23)ccn1
1599,Brc1cnn2cc(-c3ccco3)cnc12
1600,Cc1ccc2nc(-c3cccnc3)c(NCc3ccco3)n2c1
1601,C1=CCC(CNc2nncc(-c3ccco3)n2)C1
1602,CCc1ccc(-c2nc(-c3ccnc(Nc4ccc5c(ccn5C)c4)n3)cs2)o1
1603,CCN(CC)CCNc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
1604,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3)c2n1
1605,Cc1cc(COc2ccc(Nc3ncnc4cc(C)oc34)cc2)no1
1606,Cc1noc(C2CCCN(c3nc4ccccc4nc3NCc3ccco3)C2)n1
1607,COc1ccc(-c2ccc(CNc3cnn(C)c3)o2)cc1
1608,CCC1(O)CC1Nc1ccc2ncc(-c3cc4ccccc4o3)n2n1
1609,c1cncc(CSc2ncc(-c3ccc4c(c3)OCO4)n2Cc2ccco2)c1
1610,COc1cccc(CCCn2cnc3c2nc(N)n2nc(-c4ccco4)nc32)c1
1611,Cc1ccc(-c2cc3nc(-c4ccoc4)c(-c4ccoc4)nc3cc2C#N)cn1
1612,c1ccc2sc(NCc3noc(-c4ccoc4)n3)nc2c1
1613,CCc1nc(NCCc2ccncc2)c2oc3ccccc3c2n1
1614,CCN(CC)CCSc1nc(-c2ccco2)nc2c1cnn2-c1ccccc1
1615,c1ccc(-c2cc3[nH]c(-c4ccoc4)nc3cc2-c2ccoc2)cc1
1616,Cc1ccc(C(C)Nc2nc(N)nc3c2cnn3C)o1
1617,c1cnn(CCn2ccnc2-c2ccc3occc3c2)c1
1618,c1coc(-c2cc(=NC3CCC3)n3ncc(-c4ccncn4)c3[nH]2)c1
1619,COC(C)(C)c1noc(-c2ccc(COC3CCOCC3)o2)n1
1620,c1coc(CNCCc2cncc(OCc3ccc4c(c3)OCO4)c2)c1
1621,CCN(CC)CCNc1nc(/C=C/c2ccco2)nc2ccc(Cl)cc12
1622,Cc1nc(NCc2cc(C(C)O)co2)c2oc3ccccc3c2n1
1623,Cc1ccc(CNCCCNc2ccnc3cc(Cl)ccc23)o1
1624,CCS[C@@H]1[C@@H](NC(=O)CN2CN(c3ccccc3)C3(CCN(C(=O)c4c(C)cnn4C)CC3)C2=O)CC[C@@H]1F
1625,COCCN1Cc2cccc(C(=O)NC3C[C@@H]4CCC[C@@H](C3)N4S(=O)(=O)N3CC(C)(C)c4[nH]ncc43)c2C1=O
1626,CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCN(Cc2ccccc2)CC1
1627,COc1ccc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5(c6ccccc6)CCN(C(C)=O)CC5)C4)c3c2)cn1
1628,CCN(C)C(=O)Oc1cccc(CNc2nc(NCc3ccc4c(c3)OCO4)nc(N3CCCCC3)n2)c1
1629,CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3ncc(C(N)=O)c(NC4CCC4)n3)cn2)CC1
1630,CNCC(O)COc1cccc(-c2nc(N[C@@H]3CCOC3)c(C)c(N3CC[C@H]4O[C@H](CO)CC[C@H]4C3)n2)c1
1631,CN(C)C1CCN(c2cccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)n2)C1
1632,NCCC[C@@H](NC(=O)c1ccc(OCc2cc3ccccc3o2)cc1)C(=O)N1CCC2(CC1)CCN(c1ncccn1)CC2
1633,CC(C)(O)c1cccc(NC2CCN(c3cc(N[C@H]4CC45CCOCC5)ncn3)CC2)c1
1634,COc1cc(N(CC2CCCC2)C2CCC(O)C2)ccc1C(Nc1ccc(NC(=O)N2CCOCC2)cc1)C(C)C
1635,CCNc1ncc2c(n1)CN(C(=O)c1cccc(N3CCC(N4CCCC4=O)CC3)c1)CC2
1636,C=CCNc1ncc2cc(-c3cc(OC)cc(OC)c3Cl)c(=O)n(CCC3CCN(C(=O)C=C)CC3)c2n1
1637,CCC(=O)N1CC[C@H](Nc2ncc(CN(C)C(CCO)C(N)=O)cc2-c2cnc(C)nc2)[C@H](F)C1
1638,CC(=O)N[C@H]1CCN(Cc2cc(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(N3CCC(N4CCOCC4)CC3)c2)C1=O
1639,CSc1nnc(NC(=O)N2CC[C@@H](NC(=O)c3cccc(C)c3-n3nccn3)[C@H](C(C)C)C2)s1
1640,CCCCNc1ncc(-c2ccc(C(=O)NCc3ccc(F)c(F)c3)cn2)c(NCC2CC(C)(C)OC(C)(C)C2)n1
1641,CCN(C(=O)Oc1ccc(F)cc1)[C@@H]1CN(C(=O)C2CCN(c3ccc(C)cn3)CC2)C[C@H]1c1ccc(Cl)c(F)c1
1642,CN(C)c1cccc(NC(=O)CCc2nnc3ccc(N4CCC5(CC4)OCCO5)nn23)c1
1643,Cc1ccc(C(=O)Nc2ccc(C(C)(C)C)cc2)cc1Nc1ncnc2cnc(N3CCN(C4CCN(C)CC4)CC3)nc12
1644,COC1CCN(c2cc(C(=O)NCC(C)(C)O)cnc2N2CCC3(CC2)CC(N(C)C(C)=O)C3)CC1
1645,Cc1ccc(Oc2cccc(CN3C[C@H]4C[C@]4(N(C)C)C3)c2)cc1NC(=O)Nc1cc(C2CC2)on1
1646,NC1CCC(Nc2cc(-c3ccc(F)c(NCC4(C5CC5)CN(C(=O)CO)C4)n3)c(Cl)cn2)CC1
1647,CNC(=O)C1CCCN1c1cc2[nH]c(S[C@]3(CO)CC[C@H](N4CC[C@@H](OC)C4)CC3)nc2cc1Cl
1648,C=CC(=O)N1CCN(c2ncnc3c(-c4ccc(Oc5cccc(OC)c5)cc4)nn(C4CCCN(C(=O)C=C)C4)c23)CC1
1649,N#Cc1cnc(NCC2CCN(CC(F)F)CC2)cc1N1CCC(N[C@H]2CCOC2)CC1
1650,CCN1C(=O)COc2c(CN3CCCCC3CO)cc(Nc3ncc(F)c(-c4ccc(F)cc4OC)n3)cc21
1651,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@H]5CCC[C@@H](C4)N5)cn3)nc2n1C1CCCC1
1652,COc1ccc2c3c(n(C)c2c1)[C@H](CO)N(C(=O)Nc1ccc(F)cc1)CC31CCN(C(=O)C2CC2)CC1
1653,C=CC(=O)N1CC[C@@H](Nc2cccc(-c3nn(C4CCC(Oc5ccccc5OC)CC4)c4cc(NCC)ncc34)c2)C1
1654,COCCN1CCC(N(C)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1
1655,O=C1CC[C@H](Cn2ncc3c(NCCN4CCOCC4)nc(-c4cccc(F)c4)nc32)N1Cc1cccc(C(F)(F)F)c1
1656,CN1CCC2(CCN(c3cncc(-c4cn(-c5cc(Oc6cccc(C(F)(F)F)c6)ccc5Cl)nn4)c3)CC2)C1=O
1657,Cc1nc2c(c3c1CC[C@H](c1ccccc1)O3)CN(C(=O)OCCN1CCC(c3ccc(C(F)(F)F)cc3)C1)CC2
1658,N#Cc1cncc(N2CCC(NC(=O)CCCOC[C@@H]3CCCN3c3cn[nH]c(=O)c3C(F)(F)F)CC2)c1
1659,C[C@@H]1C2CC(C2)N(C(=O)c2cn(C)nc2-c2ccc(F)cc2Cl)C1CNc1cnc(C(F)(F)F)cn1
1660,CC(Oc1ccc(F)c(F)c1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(CC4CCCC4)n3)c(F)c2)CC1
1661,Nc1ncc(-c2cc([C@H]3[C@@H]4CN(C5COC5)C[C@@H]43)n(C3CCC3)n2)cc1C(F)(F)F
